COD_EMPRESA;NOME_EMPRESA;COD_TAB_PRECO;NOME_TAB_PRECO;DT_VIGOR;PRECO;TIPO;COD_PRODUTO;DESCRICAO;MARCA;COD_FORNECEDOR;NOME_FORNECEDOR;COD_ITEM_NBS;PARTNUMBER;MARGEM;DESP_VARIAVEL;TIPO_PRECIFICACAO;NIVEL_MARGEM;GRUPO_DESCONTO;ESTOQUE;CUSTO_MEDIO;VALOR_ESTOQUE;CUSTO_OPE;PIS_COFINS;ICMS
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;111,25;Valor;1503;JUNTA TURBO COMPRESSOR MOTOR NGD9.3E 370CV 0001503;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2145723.0;1833007C1E;;;Não Atualiza Preço na Entrada;;MWM3;2;59,9133;119,8266;59,9133;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,78;Valor;3167;JUNTA TURBO RETORNO OLEO MOTOR MWM X10/X12 / TD229 0003167;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TL7145463.0;941088530454E;;;Não Atualiza Preço na Entrada;;MWM1;28;;22,078;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;24,79;Valor;2902;JUNTA COLETOR ESCAPE MOTO MWM X10/X12 0002902;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAE129589A.0;961088530524;;;Não Atualiza Preço na Entrada;;MWM1;275;11,3448;3119,82;11,3391;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;10,06;Valor;2199;JUNTA COLETOR ESCAPE MOTOR MWM MAXXFORCE 0002199;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021299175.1;961208530144E;;;;;MWM1;65;4,6691;303,4915;4,6691;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;16,23;Valor;4131;JUNTA CURVA ESCAPE MOTOR MWM D229-4 92/96 0004131;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS10928.0;922908531294E;;;Não Atualiza Preço na Entrada;;MWM1;25;2,8887;72,2175;2,8887;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,95;Valor;623;JUNTA OVAL TUBO ENTRADA OLEO MOTOR X10/X12 / TD229 0000623;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TL7145617.0;941088530444E;;;Não Atualiza Preço na Entrada;;MWM1;20;;17,814;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;274,95;Valor;55409;JUNTA TAMPA CAIXA DISTRIBUICAO 0055409;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021674701.1;7002390C1E;;;;;MWM1;6;128,0182;768,1092;128,0182;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;13,76;Valor;1443;JUNTA COLETOR ESCAPE MOTOR MWM SPRINT 0001443;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;062129589.0;960708530084E;;;Não Atualiza Preço na Entrada;;MWM1;101;6,311;637,411;6,2886;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;74,28;Valor;283;JUNTA DE SAIDA MUFRA MARITIMO 0000283;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS10438.0;922908531184E;;;Não Atualiza Preço na Entrada;;MWM1;18;25,421;457,578;25,421;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;289,45;Valor;3975;JUNTA TAMPA CX DISTRIB MOTOR MWM X10T/X12 6CIL 0003975;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAE109289.0;961088530494E;;;Não Atualiza Preço na Entrada;;MWM1;3;127,491;382,473;127,491;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;8,12;Valor;2328;JUNTA COLETOR ESCAPE 0002328;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12567.0;7001115C2E;;;Não Atualiza Preço na Entrada;;MWM1;12;2,1395;25,674;2,1395;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;4,04;Valor;3555;JUNTA RADIADOR OLEO MOTOR MWM 4.07TCE / 4.08TCE 0003555;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0115441.0;940808530014E;;;Não Atualiza Preço na Entrada;;MWM1;21;1,8513;38,8773;1,8513;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;147,78;Valor;1460;JUNTA RADIADOR OLEO 0001460;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0115441A.0;940808530034E;;;Margem x Custo Médio;;MWM1;11;66,8376;735,2136;66,8376;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;17,23;Valor;803;JUNTA REDONDA TURBINA MOTOR MWM X10 / TD229 0000803;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RP145535.0;922908530754E;;;Não Atualiza Preço na Entrada;;MWM1;28;1,7819;49,8932;1,7819;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;113,02;Valor;1870;JUNTA TAMPA FRONTAL ACTEON MOTOR MWM X12TCE 0001870;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0109287.0;961288530184E;;;Não Atualiza Preço na Entrada;;MWM1;73;51,5859;3765,7707;51,6589;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;20,7;Valor;564;JUNTA ENTRADA DAGUA 0000564;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAE121751.0;941088530554E;;;;;MWM1;9;6,1208;55,0872;6,1208;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;167,03;Valor;2126;JUNTA RESFRIADOR OLEO BLOCO CI 0002126;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021800322.0;7002858C1E;;;Não Atualiza Preço na Entrada;;MWM1;11;76,7144;843,8584;76,7144;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;40,86;Valor;1103;JUNTA RESFRIADOR OLEO MOTOR MWM SPRINT 0001103;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15163.2;940788530334E;;;;;MWM1;13;17,3387;225,4031;17,3387;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;2,17;Valor;3665;JUNTA RESFRIADOR OLEO MOTOR MWM X10/X12 0003665;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAE115425A.0;941088530334E;;;Não Atualiza Preço na Entrada;;MWM1;134;;133,5712;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;57,98;Valor;1093;JUNTA ESPACADORA TERMOSTATO MOTOR 4.08TCE/ 4.07TCE 0001093;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0145190A.1;7006236C1E;;;;;MWM1;1;23,6333;23,6333;23,6333;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;129,09;Valor;3118;JUNTA TAMPA DISTRIB MOTOR MWM X10 0003118;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD109289.0;941088530384E;;;Não Atualiza Preço na Entrada;;MWM1;67;58,7359;3935,3053;59,0124;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;30,78;Valor;3214;JUNTA RESFRIADOR OLEO 0003214;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021872058.0;961208530124E;;;Não Atualiza Preço na Entrada;;MWM1;6;9,1669;55,0014;9,1669;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;40,62;Valor;1556;JUNTA INJETOR UREIA 0001556;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12535.0;7002192C1E;;;Não Atualiza Preço na Entrada;;MWM1;8;11,943;95,544;11,943;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;6,43;Valor;1516;JUNTA, INJETOR 0001516;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2130120B.0;1830317C1E;;;Não Atualiza Preço na Entrada;;MWM3;6;1,0183;6,1098;1,0183;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;12,56;Valor;3229;JUNTA CURVA ADMISSAO 0003229;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021710581.0;7000201C1E;;;Não Atualiza Preço na Entrada;;MWM1;17;3,8595;65,6115;3,8595;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;12,53;Valor;794;JUNTA CURVA COLETOR ADIMISAO MOTOR MWM X12TCE 0000794;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0129717.0;941208530014E;;;Não Atualiza Preço na Entrada;;MWM1;8;5,318;42,544;5,318;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;10,03;Valor;1285;JUNTA CURVA ESCAPAMENTO FIAT 225/229 0001285;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS10917.0;922908510024E;;;Não Atualiza Preço na Entrada;;MWM1;13;3,0388;39,5044;3,0388;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;5,35;Valor;1561;JUNTA COLETOR ADMISSAO 0001561;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12566.0;7001114C1E;;;Não Atualiza Preço na Entrada;;MWM1;20;1,6655;33,31;1,6655;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;8,16;Valor;1238;JUNTA COLETOR DE ADMISSAO/CURVA DE ADM 0001238;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2TA129717.0;941088530364E;;;Não Atualiza Preço na Entrada;;MWM1;16;3,5355;56,568;3,5355;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;498,45;Valor;2969;KIT FORCA 4.07TCA NISSAN 1 CIL 0002969;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15402.0;940780191156;;;Não Atualiza Preço na Entrada;;MWM1;1;161,9425;161,9425;161,9425;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1553;Valor;3873;KIT MASTER DUPLO ACTEON 4.12/6.12 0003873;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0198075AT.1;961280190478;;;Não Atualiza Preço na Entrada;;MWM1;9;788,7585;7098,8265;788,7585;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;599,99;Valor;2395;KIT MASTER P/01 CIL TD229EC 87/91 0002395;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11350.0;922980192868;;;Não Atualiza Preço na Entrada;;MWM1;5;298,029;1490,145;298,029;;
7;SA;7001;SALVADOR-BA-BASE;05/06/2021;587,54;Valor;57906;KIT MASTER 01 CILINDRO MOTOR 0057906;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11353.1;922980192888;;;;;;6;337,1124;2022,6744;333,3019;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;660,38;Valor;157;KIT MASTER 01 CILINDRO MWM D229-EC6 0000157;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11356.0;922980192898;;;Não Atualiza Preço na Entrada;;MWM1;26;364,7318;9483,0268;364,7318;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;514,03;Valor;1024;KIT MASTER 01 CILINDRO MWM D229/TD229 0001024;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11359.0;922980192908;;;Não Atualiza Preço na Entrada;;MWM1;75;293,4802;22011,015;291,599;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;608,45;Valor;1025;KIT MASTER 01CILINDRO MOTOR D229 C/BRONZ.BIELA STD 0001025;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11360.0;922980192958;;;Não Atualiza Preço na Entrada;;MWM1;23;335,334;7712,682;352,5497;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;385,48;Valor;3497;KIT PISTAO E ANEIS 0003497;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15578.0;940781600148;;;Não Atualiza Preço na Entrada;;MWM1;9;164,316;1478,844;164,316;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;580,17;Valor;1613;KIT MOTOR MWM D225 (4 CANAL) 0001613;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS10120.1;922580191048;;;Não Atualiza Preço na Entrada;;MWM1;4;278,687;1114,748;278,687;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;861,11;Valor;465;KIT PISTAO ANEL MOTOR MWM MAXX FORCE 4.8/7.2 0000465;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12731.0;961280190648;;;Não Atualiza Preço na Entrada;;MWM1;26;440,6698;11457,4148;440,6698;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;657,58;Valor;4494;KIT SUPER MASTER 01 CIL SERIE 10 C/B.B 0,25 0004494;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11500.0;941080191198;;;Não Atualiza Preço na Entrada;;MWM1;1;192,95;192,95;192,95;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1552,23;Valor;4461;KIT MASTER ACTEON C/ANEL NAPIER - 2 CIL 0004461;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2S0198075C.0;961280190148;;;Não Atualiza Preço na Entrada;;MWM1;50;812,7417;40637,085;880,5563;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;456,42;Valor;758;KIT CILINDRO MOTOR MWM SPRINT 0000758;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15195.1;940780191076;;;;;MWM1;5;255,3319;1276,6595;258,912;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;590,21;Valor;2335;KIT CILINDRO MOTOR MWM X10TCA 0002335;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2TA198051.0;941080190038;;;Não Atualiza Preço na Entrada;;MWM1;6;319,6083;1917,6498;319,6083;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;591,68;Valor;784;KIT CILINDRO MOTOR MWM X10TCA 1 CILINDRO 0000784;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11459.0;961080191178;;;Não Atualiza Preço na Entrada;;MWM1;26;285,9391;7434,4166;285,9391;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;621,16;Valor;2777;KIT CILINDRO MOTOR MWM 4.10/6.10T/TCA 1CIL. 0002777;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11455.1;941080191128;;;;;MWM1;4;322,579;1290,316;322,579;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;735,35;Valor;3553;KIT CILINDRO STD MOTOR MWM 4.08TCE 0003553;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0107065.0;940881600016;;;Não Atualiza Preço na Entrada;;MWM1;16;345,5689;5529,1024;425,1777;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;546,57;Valor;4150;KIT CILINDRO 0,50 MOTOR MWM 4.08TCE 0004150;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0107065B.0;940881600036;;;Não Atualiza Preço na Entrada;;MWM1;6;300,1413;1800,8478;300,1413;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;110,87;Valor;2828;KIT ELEMENTOMOLEO LUBRIFICANTE 0002828;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS14720.0;961280190318E;;;Não Atualiza Preço na Entrada;;MWM1;1;43,5425;43,5425;43,5425;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;3025,09;Valor;938;KIT CILINDRO MOTOR MWM NGD9.3E 370CV 0000938;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2198075.0;I6006;;;Não Atualiza Preço na Entrada;;MWM3;6;1024,1122;6144,6732;1024,1122;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;589,93;Valor;1867;KIT CILINDRO MOTOR MWM SERIE 10 - 01 CILINDRO 0001867;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11456.0;941080191138;;;Não Atualiza Preço na Entrada;;MWM1;217;337,2266;73178,1722;341,8188;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;653,58;Valor;1868;KIT CILINDRO MOTOR MWM X10/ 01 CILINDRO 0001868;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11457.0;941080191148;;;Não Atualiza Preço na Entrada;;MWM1;8;335,6908;2685,5264;335,6908;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;552,28;Valor;2200;KIT CILINDRO MOTOR MWM X10TCA 0002200;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2TB198051.1;961080190168;;;Não Atualiza Preço na Entrada;;MWM1;14;277,7863;3889,0082;277,7863;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;659,27;Valor;750;KIT CILINDRO MOTOR MWM X10/T/TCA - 01 CILINDRO 0000750;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11458.1;941080191158;;;;;MWM1;44;319,731;14068,164;319,731;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;468,29;Valor;4458;KIT CILINDRO MOTOR 0004458;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11886.0;940780191146;;;Não Atualiza Preço na Entrada;;MWM1;4;234,4125;937,65;234,4125;;
7;SA;7001;SALVADOR-BA-BASE;05/06/2021;710,17;Valor;55110;KIT CILINDRO MOTOR 0055110;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11541.1;961280190158;;;;;;1;365,6733;365,6733;365,6733;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;487,08;Valor;738;KIT CILINDRO MOTOR MWM SPRINT NISSAN / VOLARE A6 0000738;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15527.0;940780191136;;;;;MWM1;3;200,0816;600,2448;200,0816;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;254,22;Valor;766;MANCAL MOTOR 4.08 ELETRONICO 0000766;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0109264A.0;940804210024E;;;Não Atualiza Preço na Entrada;;MWM1;2;107,54;215,08;107,54;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;42,23;Valor;2554;MAGUEIRA RETORNO OLEO BOMBA HIDRAL MOTOR 4.08TCE 0002554;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0130297.0;940808610054E;;;Não Atualiza Preço na Entrada;;MWM1;1;20,7813;20,7813;20,7813;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;31,98;Valor;288;MANGUEIRA 0000288;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2TB121755A.0;961008610344E;;;Não Atualiza Preço na Entrada;;MWM1;2;14,0933;28,1866;14,0933;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;88,53;Valor;54341;MANGUEIRA 0054341;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15171.0;940708610054E;;;Não Atualiza Preço na Entrada;;MWM1;1;25,82;25,82;25,82;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;107,57;Valor;25591;MANGUEIRA 7-110S 87/94 0025591;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TL7121053.0;922908611184E;;;Não Atualiza Preço na Entrada;;MWM1;1;34,36;34,36;34,36;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;20,33;Valor;3726;MOLA INTERNA VALVULA  MOTOR MWM X10 / D/TD229 0003726;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD109633.0;902402202760E;;;Não Atualiza Preço na Entrada;;MWM1;36;8,0747;290,6892;8,0747;9,25;
7;SA;7001;SALVADOR-BA-BASE;05/06/2021;17,01;Valor;56346;MOLA INTERNA VALVULA CABECOTE MOTOR 0056346;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RP109624.1;902402202761E;;;;;;12;6,8875;82,65;6,8875;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;5,13;Valor;926;MOLA RETENCAO MOTOR MWM SPRINT 0000926;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;062103116.0;940709910024E;;;Não Atualiza Preço na Entrada;;MWM1;25;1,4235;35,5875;1,4235;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;55,28;Valor;46322;MANGUEIRA VACUO 7/8100 94/00 0046322;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD129457.0;941008610024E;;;Não Atualiza Preço na Entrada;;MWM1;1;26,98;26,98;26,98;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;77,89;Valor;20382;MANGUEIRA VALVULA PCV 0020382;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS19878.0;70200918E;;;Não Atualiza Preço na Entrada;;MWM1;1;22,245;22,245;22,245;;
7;SA;;;;;;45902;MANGUEIRA VALVULA PCV 0045902;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2115309.0;1842232C2E;;;;;MWM1;1;69,52;69,52;69,52;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;496,95;Valor;39419;MANGUEIRA CURVA ADMISSAO / TUBO LIGACAO 0039419;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12296.0;961008610284E;;;Não Atualiza Preço na Entrada;;MWM1;1;245,14;245,14;245,14;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;26,24;Valor;1386;MANGUEIRA INTERC./MUFRA MARITIMA 0001386;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS10439.0;922908610554E;;;Não Atualiza Preço na Entrada;;MWM1;1;11,295;11,295;11,295;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;98,17;Valor;2361;MANGUEIRA FILTRO AR INTERCULER MOTOR MWM SPRINT 0002361;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15440.0;940708610264E;;;Não Atualiza Preço na Entrada;;MWM1;1;47,89;47,89;47,89;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;75,32;Valor;515;MANGUEIRA RESPIRO MOTOR MWM X10/X12 0000515;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RE129311A.0;941008610044E;;;Não Atualiza Preço na Entrada;;MWM1;1;37,32;37,32;37,32;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;21,53;Valor;12488;MANGUEIRA RESPIRO MOTOR 0012488;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;503120442.0;961008610184E;;;Não Atualiza Preço na Entrada;;MWM1;1;10,47;10,47;10,47;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;58,29;Valor;32695;MANGUEIRA RESPIRO MOTOR 0032695;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12542.0;7002235C1E;;;Não Atualiza Preço na Entrada;;MWM1;1;20,97;20,97;20,97;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;78,01;Valor;32696;MANGUEIRA RESPIRO MOTOR 0032696;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12546.0;7002291C1E;;;Não Atualiza Preço na Entrada;;MWM1;1;28,93;28,93;28,93;;
7;SA;;;;;;58670;MANGUEIRA RESPIRO MOTOR 0058670;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15239.0;960708610014;;;;;;1;4,97;4,97;4,97;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;96,01;Valor;755;MANGUEIRA INF RADIADOR INDUST D229/3/4/6 0000755;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS10359.1;922508610264E;;;;;MWM1;3;47,196;141,588;47,196;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;59,01;Valor;1614;MANGUEIRA RETORNO MOTOR MWM X10/X12 0001614;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2W0145743B.1;961008610334E;;;;;MWM1;26;29,3561;763,2586;29,3561;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;59,01;Valor;41781;MANGUEIRA RETORNO MOTOR MWM X10/X12 0041781;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2W0145743B.0;961008610334E;;;Não Atualiza Preço na Entrada;;MWM1;22;29,0647;639,4234;29,065;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;40,72;Valor;1634;MANGUEIRA TUBO DAGUA VALVULA TEMOSTATO 0001634;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS10422.1;920708610034E;;;;;MWM1;3;19,9763;59,9289;19,9763;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;39,58;Valor;3709;MANGUEIRA TUBO RETORNO 4.08TCE 0003709;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0145742.0;940808610044E;;;Não Atualiza Preço na Entrada;;MWM1;3;19,49;58,47;19,49;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;280,6;Valor;3410;MANGUEIRA INFERIOR RADIADOR S10 0003410;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15646.0;940708611024E;;;Não Atualiza Preço na Entrada;;MWM1;1;47,99;47,99;47,99;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;103,17;Valor;25833;MANGUEIRA SEPARADOR OLEO 0025833;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15241.0;960708610144E;;;Não Atualiza Preço na Entrada;;MWM1;1;28,29;28,29;28,29;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;41,35;Valor;4385;MANGUEIRA TERMOSTATO MOTOR MWM X10/X12 0004385;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2VC121755.0;941008610154E;;;Não Atualiza Preço na Entrada;;MWM1;2;20,6488;41,2976;20,6488;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;32,52;Valor;1270;MANGUEIRA BLOCO COMPRESSOR ACTEON MOTOR MWM X12TCE 0001270;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0121625C.1;961208610024E;;;;;MWM1;10;16,1104;161,104;16,1104;;
