COD_EMPRESA;NOME_EMPRESA;COD_TAB_PRECO;NOME_TAB_PRECO;DT_VIGOR;PRECO;TIPO;COD_PRODUTO;DESCRICAO;MARCA;COD_FORNECEDOR;NOME_FORNECEDOR;COD_ITEM_NBS;PARTNUMBER;MARGEM;DESP_VARIAVEL;TIPO_PRECIFICACAO;NIVEL_MARGEM;GRUPO_DESCONTO;ESTOQUE;CUSTO_MEDIO;VALOR_ESTOQUE;CUSTO_OPE;PIS_COFINS;ICMS
7;SA;;;;;;1739;ABRACADEIRA CANO INJETOR 0001739;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15269.0;960709770014E;;;;;MWM1;2;;1,3;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;3,11;Valor;4512;ABRACADEIRA 0004512;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12512.0;904015480012E;;;Não Atualiza Preço na Entrada;;MWM1;17;;14,9175;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;250,3;Valor;1471;ALAVANCA ESTICADOR CORREIA 0001471;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD903139.0;922906400014E;;;Não Atualiza Preço na Entrada;;MWM1;5;105,236;526,18;105,236;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;171,7;Valor;3776;ALCA LEVANTAMENTO MOTOR 0003776;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12561.0;961206200014E;;;Não Atualiza Preço na Entrada;;MWM1;2;32,57;65,14;32,57;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;10,14;Valor;2271;ANEL BOMBA OLEO TURBO 0002271;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TL7115281.0;904931360251E;;;Não Atualiza Preço na Entrada;;MWM1;4;;2,56;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;15,52;Valor;3959;ANEL CALCO CAMISA 0,15MM MOTOR MWM D/TD229 0003959;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T06107121.0;922953400234E;;;Não Atualiza Preço na Entrada;;MWM1;6;6,3942;38,3652;6,3942;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;42,11;Valor;3885;ANEL COMPRESSAO COLETOR MOTOR MWM X10/X12 0003885;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAR129597.0;961003400114E;;;;;MWM1;30;23,7045;711,135;23,7045;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;42,11;Valor;4342;ANEL COMPRESSAO COLETOR MOTOR MWM X10/X12 0004342;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAR129597.1;961003400114E;;;Não Atualiza Preço na Entrada;;MWM1;2;17,946;35,892;17,946;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;27,18;Valor;779;ANEL CURVA ADMISSAO 0000779;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15161.0;940708530054E;;;Não Atualiza Preço na Entrada;;MWM1;8;7,4134;59,3072;7,4134;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;56,63;Valor;4453;ANEL CAMISA MOTOR MWM NGD9.3E 370CV 0004453;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2103196A.0;1842115C1E;;;Não Atualiza Preço na Entrada;;MWM3;22;29,9012;657,8264;29,8683;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;16,62;Valor;1705;ANEL CAMISA MOTOR MWM X10 0001705;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAE107125.1;904931361131E;;;Não Atualiza Preço na Entrada;;MWM1;454;8,2297;3736,2838;8,2198;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;60,59;Valor;4359;ANEL DE VEDACAO INOX 0,40MM MOTOR MWM X10/X12 0004359;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0103548G.1;961083400414E;;;Não Atualiza Preço na Entrada;;MWM1;40;32,3226;1292,904;32,3226;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;6,53;Valor;3730;ANEL DE VEDACAO MOTOR MWM SPRINT 0003730;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;062121119B.0;904931071061E;;;Não Atualiza Preço na Entrada;;MWM1;43;2,6612;114,4316;2,6612;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;3,03;Valor;61;ANEL DE VEDACAO 0000061;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAE130231.0;906906499002E;;;Não Atualiza Preço na Entrada;;MWM1;5;;4,1435;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;3,24;Valor;1399;ANEL DE VEDACAO 4.07/4.08 0001399;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0121437B.0;604931170281E;;;Não Atualiza Preço na Entrada;;MWM1;26;1,0783;28,0358;1,0783;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;59,14;Valor;339;ANEL ENCOSTO 0,25 MOTOR MWM SPRINT 0000339;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;062198425.0;940783400147E;;;Não Atualiza Preço na Entrada;;MWM1;2;32,245;64,49;32,245;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;31,91;Valor;2645;ANEL ENCOSTO STD MOTOR MWM SPRINT 0002645;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;062198421.0;940703400037E;;;Não Atualiza Preço na Entrada;;MWM1;17;16,4811;280,1787;17,039;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;81,12;Valor;19317;ANEL ENCOSTO 0019317;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12519.0;961004330104E;;;Não Atualiza Preço na Entrada;;MWM1;1;24,22;24,22;24,22;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;54,19;Valor;32693;ANEL ENCOSTO 0032693;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12518.0;961004330094E;;;Não Atualiza Preço na Entrada;;MWM1;1;24,22;24,22;24,22;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,42;Valor;1040;ANEL VEDACAO BOMBA ALIMENTADORA SPRINT 0001040;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15040.0;904931070221E;;;Não Atualiza Preço na Entrada;;MWM1;35;;12,369;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;5,61;Valor;1803;ANEL VEDACAO BOMBA HIDRAULICA MOTOR X10/ D/TD229 0001803;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T11109189.0;604931060443E;;;Não Atualiza Preço na Entrada;;MWM1;71;2,1746;154,3966;2,1746;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;20,01;Valor;1946;ANEL VEDACAO TERMOSTATO/CARCACA MARIT. 0001946;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS10463.0;922908610794E;;;Não Atualiza Preço na Entrada;;MWM1;19;7,556;143,564;7,556;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;5,37;Valor;1830;ANEL VEDACAO CABECOTE FILTRO LUBRIFICANTRE SPRINT 0001830;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15048.0;904931071031E;;;Não Atualiza Preço na Entrada;;MWM1;24;1,3627;32,7048;1,3627;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;5,79;Valor;3976;ANEL VEDACAO TUBO SUCCCAO MOTOR MWM X10/X12 0003976;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAE115107A.0;604931060353E;;;Não Atualiza Preço na Entrada;;MWM1;49;2,2995;112,6755;2,2995;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;5,74;Valor;1504;ANEL-O, VEDACAO DI 15,3 X 2,2 0001504;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2103196F.0;1841185C1E;;;Não Atualiza Preço na Entrada;;MWM3;1;7,44;7,44;7,44;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;7,82;Valor;338;ANEL VEDACAO FLANGE MOTOR MWM SPRINT 0000338;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;062121119F.0;904931460583E;;;Não Atualiza Preço na Entrada;;MWM1;19;3,0663;58,2597;3,0663;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;19,01;Valor;700;ANEL VEDACAO TURBINA/CURVA 0000700;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2TA145297.0;904931170501E;;;Não Atualiza Preço na Entrada;;MWM1;6;7,331;43,986;7,331;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;3,86;Valor;1960;ANEL VEDACAO FLANGE MOTOR MWM SPRINT 0001960;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0121437.0;904931460531E;;;Não Atualiza Preço na Entrada;;MWM1;89;1,4853;132,1917;1,4853;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;5,84;Valor;1839;ANEL VEDACAO VALVULA TERMOSTATICA MOTOR MWM SPRINT 0001839;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0121041A.0;940708550054E;;;Não Atualiza Preço na Entrada;;MWM1;17;2,0106;34,1802;2,0106;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;3,64;Valor;1301;ANEL VEDACAO CAMISA MOTOR D225 0001301;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS10363.0;604931041104E;;;Não Atualiza Preço na Entrada;;MWM1;5;1,4647;7,3235;1,4647;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;14,93;Valor;3569;ANEL VEDACAO CAMISA MOTOR MWM D/TD229 0003569;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T11107125.2;604931301124E;;;Não Atualiza Preço na Entrada;;MWM1;39;7,4557;290,7723;7,4557;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;6,63;Valor;894;ANEL VEDACAO INTERNO BOMBA AGUA MOTOR MWM SPRINT 0000894;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0121041.0;904931460771E;;;Não Atualiza Preço na Entrada;;MWM1;5;2,5678;12,839;2,5678;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;6,94;Valor;95;ANEL VEDACAO 0000095;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2TA109225.0;941008550014E;;;Não Atualiza Preço na Entrada;;MWM1;3;1,92;5,76;1,92;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;60,56;Valor;445;ANEL VEDACAO CAMISA 0000445;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021763478.0;7002746C1E;;;Não Atualiza Preço na Entrada;;MWM1;50;25,9742;1298,71;25,9742;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;3,08;Valor;2461;ANEL VEDACAO MOTOR MWM SPRINT 0002461;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0115441E.0;604920101218E;;;Não Atualiza Preço na Entrada;;MWM1;39;;24,6129;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,89;Valor;1358;ANEL VEDACAO MOTOR MWM X12TCE 0001358;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0145487B.0;941208550014E;;;Não Atualiza Preço na Entrada;;MWM1;81;;65,2374;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,58;Valor;2379;ANEL VEDACAO 0002379;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T12130803A.0;904931070121E;;;Não Atualiza Preço na Entrada;;MWM1;30;;11,55;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;2,2;Valor;2689;ANEL VEDACAO 0002689;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12511.0;604931000632E;;;Não Atualiza Preço na Entrada;;MWM1;60;;42,618;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;4,13;Valor;290;ANEL VEDACAO CARCACA BOMBA AGUA MOTOR MWM SPRINT 0000290;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0121437D.0;904931460411E;;;Não Atualiza Preço na Entrada;;MWM1;35;1,6616;58,156;1,6616;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,59;Valor;3217;ANEL VEDACAO 0003217;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2103196J.0;1841470C1E;;;Não Atualiza Preço na Entrada;;MWM3;1;;;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;11,54;Valor;3787;ANEL VEDACAO 0003787;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021706862.0;7002851C1E;;;Não Atualiza Preço na Entrada;;MWM1;7;3,523;24,661;3,523;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;37,09;Valor;3788;ANEL VEDACAO 0003788;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12530.0;7000805C1E;;;Não Atualiza Preço na Entrada;;MWM1;5;4,875;24,375;4,875;9,25;
7;SA;;;;;;390;ANEL VEDACAO PARAFUSO FILTRO LUB. 18.72 X 2.62MM 0000390;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2115315B.0;1846511C1E;;;;;MWM1;1;27,69;27,69;27,69;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;2,4;Valor;19411;ANEL VEDACAO PARAFUSO/TAMPA VALVULA 0019411;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAE103453.1;904931070071E;;;Não Atualiza Preço na Entrada;;MWM1;44;1,0323;45,4212;1,0323;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;14,49;Valor;3612;ANEL VEDACAO COMPRENSSOR MOTOR MWM X12TCE 0003612;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0145487C.0;941208550034E;;;Não Atualiza Preço na Entrada;;MWM1;48;6,1805;296,664;6,1408;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,55;Valor;2640;ANEL VEDACAO SENSO ROTACAO MOTOR SPRINT / X12TCE 0002640;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0906149D.0;604931070172E;;;Não Atualiza Preço na Entrada;;MWM1;196;;122,4608;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;2,2;Valor;2415;ANEL VEDACAO SPRINT 0002415;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15039.0;904931070131E;;;Não Atualiza Preço na Entrada;;MWM1;7;;3,752;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;4,27;Valor;4114;ANEL VEDACAO 7-110S 87/94 0004114;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T12130803.0;604931040753E;;;Não Atualiza Preço na Entrada;;MWM1;7;1,1991;8,3937;1,1991;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,4;Valor;3546;ANEL VEDACAO SPRINT 0003546;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15041.0;904931070311E;;;Não Atualiza Preço na Entrada;;MWM1;49;;18,5514;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;4,64;Valor;138;ANEL VEDACAO TAMPA ENCHEMENTO MOTOR MWM X10/D229 0000138;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;T11103507A.0;604931000344E;;;Não Atualiza Preço na Entrada;;MWM1;54;1,3152;71,0208;1,3152;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;3,11;Valor;3173;ANEL VEDACAO TAMPA INSPECAO MOTOR MWM SPRINT 0003173;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;062109293.0;904931070671E;;;Não Atualiza Preço na Entrada;;MWM1;46;1,1328;52,1088;1,1328;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;7,7;Valor;3176;ANEL VEDACAO CURVA ADM MOTOR MWM SPRINT/ X12TCE 0003176;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;062129646A.0;604931470601E;;;Não Atualiza Preço na Entrada;;MWM1;51;3,1372;159,9972;3,1372;9,25;
7;SA;;;;;;2442;ANEL 0002442;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15169.0;940708550104E;;;;;MWM1;3;;2,37;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;3,35;Valor;1835;ANEL VEDACAO TERMOSTATO MARITIMO MODER 0001835;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS10365.0;604931040703E;;;Não Atualiza Preço na Entrada;;MWM1;58;;52,7046;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,83;Valor;3058;ANEL VEDACAO TERMOSTATO MOTOR MWM X10 0003058;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2VC121495.0;961008550034E;;;Não Atualiza Preço na Entrada;;MWM1;9;;5,0868;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;7,14;Valor;1429;ANEL VEDACAO BOMBA AGUA MOTOR MWM SPRINT 0001429;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2P0121437A.0;604931070921E;;;Não Atualiza Preço na Entrada;;MWM1;18;3,0763;55,3734;3,0763;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;44,2;Valor;909;ANEL VEDACAO BOMBA ALTA PRESSAO MOTOR MWM X12TCE 0000909;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2S0127404.0;906913500001E;;;Não Atualiza Preço na Entrada;;MWM1;3;19,2517;57,7551;19,2517;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;16,42;Valor;2121;ANEL VEDACAO BOMBA ALTA PRESSAO 0002121;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021300213.0;961208550014E;;;Não Atualiza Preço na Entrada;;MWM1;10;5,1365;51,365;5,1365;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;43,23;Valor;2820;ANEL TOMBAK INOX 0,10MM MOTOR MWM X10/X12 0002820;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0103548D.1;961083400384E;;;Não Atualiza Preço na Entrada;;MWM1;62;23,1864;1437,5568;23,1864;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;49,72;Valor;1122;ANEL TOMBAK INOX 0,15MM MOTOR MWM X10/X12 0001122;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0103548E.3;961083400394E;;;;;MWM1;190;26,7414;5080,866;26,4605;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;23,55;Valor;2642;ANEL TOMBAK INOX 0,25MM MOTOR MWM X10/X12 0002642;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0103548F.0;MUDOU: 7002314C1E;;;Não Atualiza Preço na Entrada;;MWM1;50;9,8551;492,755;9,8551;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;8,41;Valor;3728;ANEL TUBO BOMBA OLEO MOTOR MWM ASPIRADO 0003728;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;03873015.0;604931060204E;;;Não Atualiza Preço na Entrada;;MWM1;20;3,6099;72,198;3,6099;9,25;
7;SA;7001;SALVADOR-BA-BASE;05/06/2021;23,55;Valor;76570;ANEL TOMBAK INOX 0,25MM MOTOR MWM X10/X12 0076570;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2R0103548F.1;7002314C1E;;;;;;16;10,759;172,144;10,759;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,58;Valor;4497;ANEL TRAVA 0004497;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD109461.0;603050100016E;;;Não Atualiza Preço na Entrada;;MWM1;30;;17,013;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;50,06;Valor;37023;ANEL TRAVA DA ARVORE COMANDO VALVULAS 0037023;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;03618946.0;932443400174E;;;Não Atualiza Preço na Entrada;;MWM1;1;22,04;22,04;22,04;;
7;SA;;;;;;1931;ANEL TRAVA DISPOSITIVO 0001931;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15092.0;940703400094E;;;;;MWM1;56;;27,916;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;19,81;Valor;386;ANEL TRAVA 0000386;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U0145441.0;603050100110E;;;Não Atualiza Preço na Entrada;;MWM1;15;4,84;72,6;4,84;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;20,08;Valor;1618;ANEL O-RING 0001618;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD145857.1;904931171251E;;;Não Atualiza Preço na Entrada;;MWM1;7;8,83;61,81;8,83;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;2,4;Valor;35890;ANEL O VEDACAO DI 28,50 X 2,61 0035890;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2130120.0;1844934C1E;;;Não Atualiza Preço na Entrada;;MWM3;1;1,68;1,68;1,68;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;37,82;Valor;4206;BALANCIM ADMISSAO/ESCAPE MOTOR MWM SPRINT 0004206;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15152.0;940706450114E;;;;;MWM1;8;18,5813;148,6504;18,5813;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;37,82;Valor;4320;BALANCIM ADMISSAO/ESCAPE MOTOR MWM SPRINT 0004320;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS15152.2;940706450114E;;;Não Atualiza Preço na Entrada;;MWM1;7;16,7752;117,4264;16,7752;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;308,97;Valor;3880;BALANCIM COMPLETO MOTOR MWM X10/X12 0003880;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RD109443.1;961006100027E;;;Não Atualiza Preço na Entrada;;MWM1;2;163,7044;327,4088;163,7044;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;75,7;Valor;2696;BALANCIM ESCAPE 0002696;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;021299710.0;961206450034E;;;Não Atualiza Preço na Entrada;;MWM1;1;36,2017;36,2017;36,2017;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;2,76;Valor;4062;ARRUELA VEDACAO BICO INJETOR MOTOR MWM X10 0004062;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2TA130219.0;961003400254E;;;Não Atualiza Preço na Entrada;;MWM1;85;1,1779;100,1215;1,1779;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;5,62;Valor;601;ARRUELA VEDACAO BICO INJETOR 2.00MM 0000601;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;WHT000189.0;940703400394E;;;Não Atualiza Preço na Entrada;;MWM1;166;2,794;463,804;2,7938;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;111,59;Valor;1831;BALANCIM MOTOR MWM X10/X12 / D/TD229 0001831;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2TJ109447.0;961006450016E;;;Não Atualiza Preço na Entrada;;MWM1;5;51,1258;255,629;51,1258;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;5,25;Valor;949;ARRUELA VEDACAO BUJAO CARTER 0000949;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2U2103113D.0;70920118E;;;Não Atualiza Preço na Entrada;;MWM3;1;2,48;2,48;2,48;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;21,67;Valor;3381;ARTICULACAO DO ACELERADOR 0003381;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS12101.0;602701010010E;;;Não Atualiza Preço na Entrada;;MWM1;7;13,062;91,434;13,062;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;60,42;Valor;4113;ARTICULACAO ESFERICA MOTOR MWM X10/ D229 0004113;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RH109265.0;922903590044E;;;Não Atualiza Preço na Entrada;;MWM1;5;23,271;116,355;23,271;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1513,49;Valor;3019;ARVORE COMANDO 0003019;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;JS11427.0;941001700047;;;Não Atualiza Preço na Entrada;;MWM1;1;771,53;771,53;771,53;;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,47;Valor;650;ARRUELA VEDACAO TUBO RETORNO 6MM COBRE 0000650;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;TAE127179.0;604920100610E;;;Não Atualiza Preço na Entrada;;MWM1;111;;68,1873;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;5,19;Valor;1260;ARRUELA VEDACAO 0001260;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;062103533.50;940708610014E;;;;;MWM1;119;2,3921;284,6599;2,3688;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;1,22;Valor;4190;ARRUELA VEDACAO 0004190;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RE199711.0;602160310080E;;;Não Atualiza Preço na Entrada;;MWM1;54;;12,2202;;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;5,83;Valor;891;ARRUELA VEDACAO 14MM 0000891;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;03873074.0;604920101418E;;;Não Atualiza Preço na Entrada;;MWM1;49;2,4911;122,0639;2,4911;9,25;
7;SA;7001;SALVADOR-BA-BASE;01/06/2021;7421,51;Valor;8856;AVANCO AUTOMATICO 0008856;MWM;100;INTERNATIONAL IND AUT DA AMERICA DO SUL LTDA MWM;2RP130111.0;961007220016E;;;Não Atualiza Preço na Entrada;;MWM1;1;2938,62;2938,62;2938,62;;
